Município;Total;UF;Data
SENA MADUREIRA;31;AC;15/03/2021
SENADOR GUIOMARD;30;AC;15/03/2021
TARAUACA;34;AC;15/03/2021
XAPURI;20;AC;15/03/2021
AGUA BRANCA;15;AL;15/03/2021
ANADIA;7;AL;15/03/2021
ARAPIRACA;283;AL;15/03/2021
ATALAIA;17;AL;15/03/2021
BARRA DE SANTO ANTONIO;9;AL;15/03/2021
BARRA DE SAO MIGUEL;5;AL;15/03/2021
BATALHA;15;AL;15/03/2021
BELEM;2;AL;15/03/2021
BELO MONTE;2;AL;15/03/2021
BOCA DA MATA;25;AL;15/03/2021
CACIMBINHAS;4;AL;15/03/2021
CAJUEIRO;11;AL;15/03/2021
CAMPESTRE;1;AL;15/03/2021
CAMPO ALEGRE;25;AL;15/03/2021
CANAPI;4;AL;15/03/2021
CAPELA;16;AL;15/03/2021
CARNEIROS;9;AL;15/03/2021
CHA PRETA;2;AL;15/03/2021
COITE DO NOIA;6;AL;15/03/2021
COLONIA LEOPOLDINA;10;AL;15/03/2021
COQUEIRO SECO;6;AL;15/03/2021
CORURIPE;45;AL;15/03/2021
CRAIBAS;10;AL;15/03/2021
DELMIRO GOUVEIA;44;AL;15/03/2021
DOIS RIACHOS;2;AL;15/03/2021
ESTRELA DE ALAGOAS;2;AL;15/03/2021
FEIRA GRANDE;9;AL;15/03/2021
FLEXEIRAS;3;AL;15/03/2021
GIRAU DO PONCIANO;16;AL;15/03/2021
IBATEGUARA;13;AL;15/03/2021
IGACI;6;AL;15/03/2021
IGREJA NOVA;6;AL;15/03/2021
INHAPI;2;AL;15/03/2021
JACARE DOS HOMENS;1;AL;15/03/2021
JACUIPE;2;AL;15/03/2021
JAPARATINGA;5;AL;15/03/2021
JARAMATAIA;8;AL;15/03/2021
JEQUIA DA PRAIA;4;AL;15/03/2021
JOAQUIM GOMES;4;AL;15/03/2021
JUNDIA;1;AL;15/03/2021
JUNQUEIRO;7;AL;15/03/2021
LAGOA DA CANOA;9;AL;15/03/2021
LIMOEIRO DE ANADIA;8;AL;15/03/2021
MACEIO;1607;AL;15/03/2021
MAJOR ISIDORO;7;AL;15/03/2021
MAR VERMELHO;4;AL;15/03/2021
MARAGOGI;23;AL;15/03/2021
MARAVILHA;18;AL;15/03/2021
MARECHAL DEODORO;84;AL;15/03/2021
MARIBONDO;2;AL;15/03/2021
MATA GRANDE;18;AL;15/03/2021
MATRIZ DE CAMARAGIBE;12;AL;15/03/2021
MESSIAS;10;AL;15/03/2021
MINADOR DO NEGRAO;2;AL;15/03/2021
MONTEIROPOLIS;1;AL;15/03/2021
MURICI;12;AL;15/03/2021
NOVO LINO;3;AL;15/03/2021
OLHO D'AGUA DAS FLORES;11;AL;15/03/2021
OLHO D'AGUA DO CASADO;1;AL;15/03/2021
OLIVENCA;6;AL;15/03/2021
OURO BRANCO;10;AL;15/03/2021
PALESTINA;1;AL;15/03/2021
PALMEIRA DOS INDIOS;60;AL;15/03/2021
PAO DE ACUCAR;13;AL;15/03/2021
PARICONHA;3;AL;15/03/2021
PARIPUEIRA;13;AL;15/03/2021
PASSO DE CAMARAGIBE;5;AL;15/03/2021
PAULO JACINTO;4;AL;15/03/2021
PENEDO;95;AL;15/03/2021
PIACABUCU;15;AL;15/03/2021
PILAR;41;AL;15/03/2021
PIRANHAS;11;AL;15/03/2021
POCO DAS TRINCHEIRAS;2;AL;15/03/2021
PORTO CALVO;9;AL;15/03/2021
PORTO DE PEDRAS;2;AL;15/03/2021
PORTO REAL DO COLEGIO;8;AL;15/03/2021
QUEBRANGULO;2;AL;15/03/2021
RIO LARGO;70;AL;15/03/2021
ROTEIRO;5;AL;15/03/2021
SANTA LUZIA DO NORTE;8;AL;15/03/2021
SANTANA DO IPANEMA;22;AL;15/03/2021
SANTANA DO MUNDAU;8;AL;15/03/2021
SAO BRAS;4;AL;15/03/2021
SAO JOSE DA LAJE;16;AL;15/03/2021
SAO JOSE DA TAPERA;9;AL;15/03/2021
SAO LUIS DO QUITUNDE;30;AL;15/03/2021
SAO MIGUEL DOS CAMPOS;43;AL;15/03/2021
SAO MIGUEL DOS MILAGRES;2;AL;15/03/2021
SAO SEBASTIAO;21;AL;15/03/2021
SATUBA;23;AL;15/03/2021
TANQUE D'ARCA;2;AL;15/03/2021
TAQUARANA;5;AL;15/03/2021
TEOTONIO VILELA;34;AL;15/03/2021
TRAIPU;6;AL;15/03/2021
UNIAO DOS PALMARES;48;AL;15/03/2021
VICOSA;15;AL;15/03/2021
ALVARAES;5;AM;15/03/2021
AMATURA;5;AM;15/03/2021
ANAMA;5;AM;15/03/2021
ANORI;4;AM;15/03/2021
APUI;16;AM;15/03/2021
ATALAIA DO NORTE;3;AM;15/03/2021
AUTAZES;18;AM;15/03/2021
BARCELOS;14;AM;15/03/2021
BARREIRINHA;9;AM;15/03/2021
BENJAMIN CONSTANT;23;AM;15/03/2021
BERURI;3;AM;15/03/2021
BOA VISTA DO RAMOS;5;AM;15/03/2021
BOCA DO ACRE;34;AM;15/03/2021
BORBA;6;AM;15/03/2021
CAAPIRANGA;3;AM;15/03/2021
CANUTAMA;5;AM;15/03/2021
CARAUARI;16;AM;15/03/2021
CAREIRO;20;AM;15/03/2021
CAREIRO DA VARZEA;8;AM;15/03/2021
COARI;50;AM;15/03/2021
CODAJAS;9;AM;15/03/2021
EIRUNEPE;22;AM;15/03/2021
ENVIRA;78;AM;15/03/2021
FONTE BOA;4;AM;15/03/2021
HUMAITA;59;AM;15/03/2021
IPIXUNA;6;AM;15/03/2021
IRANDUBA;29;AM;15/03/2021
ITACOATIARA;84;AM;15/03/2021
ITAMARATI;1;AM;15/03/2021
ITAPIRANGA;4;AM;15/03/2021
JAPURA;7;AM;15/03/2021
JURUA;5;AM;15/03/2021
JUTAI;5;AM;15/03/2021
LABREA;21;AM;15/03/2021
MANACAPURU;72;AM;15/03/2021
MANAQUIRI;7;AM;15/03/2021
MANAUS;3985;AM;15/03/2021
MANICORE;17;AM;15/03/2021
MARAA;2;AM;15/03/2021
MAUES;29;AM;15/03/2021
NHAMUNDA;12;AM;15/03/2021
NOVA OLINDA DO NORTE;7;AM;15/03/2021
NOVO AIRAO;8;AM;15/03/2021
NOVO ARIPUANA;5;AM;15/03/2021
PARINTINS;64;AM;15/03/2021
PAUINI;9;AM;15/03/2021
PRESIDENTE FIGUEIREDO;58;AM;15/03/2021
RIO PRETO DA EVA;17;AM;15/03/2021
SANTA ISABEL DO RIO NEGRO;13;AM;15/03/2021
SANTO ANTONIO DO ICA;15;AM;15/03/2021
SAO GABRIEL DA CACHOEIRA;48;AM;15/03/2021
SAO PAULO DE OLIVENCA;17;AM;15/03/2021
SAO SEBASTIAO DO UATUMA;5;AM;15/03/2021
SILVES;4;AM;15/03/2021
TABATINGA;47;AM;15/03/2021
TAPAUA;12;AM;15/03/2021
TEFE;42;AM;15/03/2021
TONANTINS;13;AM;15/03/2021
UARINI;5;AM;15/03/2021
URUCARA;9;AM;15/03/2021
URUCURITUBA;6;AM;15/03/2021
AMAPA;2;AP;15/03/2021
CALCOENE;4;AP;15/03/2021
FERREIRA GOMES;9;AP;15/03/2021
ITAUBAL;6;AP;15/03/2021
LARANJAL DO JARI;33;AP;15/03/2021
MACAPA;910;AP;15/03/2021
MAZAGAO;9;AP;15/03/2021
OIAPOQUE;23;AP;15/03/2021
PEDRA BRANCA DO AMAPARI;7;AP;15/03/2021
PORTO GRANDE;31;AP;15/03/2021
PRACUUBA;4;AP;15/03/2021
SANTANA;177;AP;15/03/2021
SERRA DO NAVIO;11;AP;15/03/2021
TARTARUGALZINHO;8;AP;15/03/2021
VITORIA DO JARI;4;AP;15/03/2021
ABAIRA;1;BA;15/03/2021
ABARE;15;BA;15/03/2021
ACAJUTIBA;7;BA;15/03/2021
ADUSTINA;4;BA;15/03/2021
AGUA FRIA;8;BA;15/03/2021
AIQUARA;5;BA;15/03/2021
ALAGOINHAS;266;BA;15/03/2021
ALCOBACA;17;BA;15/03/2021
ALMADINA;1;BA;15/03/2021
AMARGOSA;27;BA;15/03/2021
AMELIA RODRIGUES;33;BA;15/03/2021
AMERICA DOURADA;8;BA;15/03/2021
ANAGE;5;BA;15/03/2021
ANDARAI;4;BA;15/03/2021
ANDORINHA;13;BA;15/03/2021
ANGICAL;10;BA;15/03/2021
ANGUERA;4;BA;15/03/2021
ANTAS;8;BA;15/03/2021
ANTONIO CARDOSO;1;BA;15/03/2021
APORA;6;BA;15/03/2021
APUAREMA;6;BA;15/03/2021
ARACAS;10;BA;15/03/2021
ARACATU;1;BA;15/03/2021
ARACI;16;BA;15/03/2021
ARAMARI;4;BA;15/03/2021
ARATUIPE;1;BA;15/03/2021
AURELINO LEAL;4;BA;15/03/2021
BAIANOPOLIS;9;BA;15/03/2021
BAIXA GRANDE;18;BA;15/03/2021
BANZAE;5;BA;15/03/2021
BARRA;27;BA;15/03/2021
BARRA DA ESTIVA;33;BA;15/03/2021
BARRA DO CHOCA;11;BA;15/03/2021
BARRA DO MENDES;9;BA;15/03/2021
BARRA DO ROCHA;5;BA;15/03/2021
BARREIRAS;233;BA;15/03/2021
BARRO ALTO;6;BA;15/03/2021
BARRO PRETO;4;BA;15/03/2021
BARROCAS;16;BA;15/03/2021
BELMONTE;20;BA;15/03/2021
BELO CAMPO;2;BA;15/03/2021
BIRITINGA;4;BA;15/03/2021
BOA NOVA;5;BA;15/03/2021
BOA VISTA DO TUPIM;3;BA;15/03/2021
BOM JESUS DA LAPA;74;BA;15/03/2021
BONINAL;4;BA;15/03/2021
BONITO;5;BA;15/03/2021
BOQUIRA;19;BA;15/03/2021
BOTUPORA;5;BA;15/03/2021
BREJOES;8;BA;15/03/2021
BREJOLANDIA;1;BA;15/03/2021
BROTAS DE MACAUBAS;4;BA;15/03/2021
BRUMADO;78;BA;15/03/2021
BUERAREMA;21;BA;15/03/2021
BURITIRAMA;3;BA;15/03/2021
CABACEIRAS DO PARAGUACU;8;BA;15/03/2021
CACHOEIRA;28;BA;15/03/2021
CACULE;5;BA;15/03/2021
CAEM;4;BA;15/03/2021
CAETANOS;7;BA;15/03/2021
CAETITE;39;BA;15/03/2021
CAFARNAUM;12;BA;15/03/2021
CAIRU;5;BA;15/03/2021
CALDEIRAO GRANDE;2;BA;15/03/2021
CAMACAN;20;BA;15/03/2021
CAMACARI;586;BA;15/03/2021
CAMAMU;30;BA;15/03/2021
CAMPO ALEGRE DE LOURDES;16;BA;15/03/2021
CAMPO FORMOSO;56;BA;15/03/2021
CANAPOLIS;1;BA;15/03/2021
CANARANA;10;BA;15/03/2021
CANAVIEIRAS;20;BA;15/03/2021
CANDEIAS;176;BA;15/03/2021
CANDIBA;4;BA;15/03/2021
CANDIDO SALES;14;BA;15/03/2021
CANSANCAO;9;BA;15/03/2021
CANUDOS;12;BA;15/03/2021
CAPELA DO ALTO ALEGRE;11;BA;15/03/2021
CAPIM GROSSO;31;BA;15/03/2021
CARAIBAS;2;BA;15/03/2021
CARAVELAS;13;BA;15/03/2021
CARDEAL DA SILVA;6;BA;15/03/2021
CARINHANHA;4;BA;15/03/2021
CASA NOVA;52;BA;15/03/2021
CASTRO ALVES;16;BA;15/03/2021
CATOLANDIA;2;BA;15/03/2021
CATU;93;BA;15/03/2021
CATURAMA;2;BA;15/03/2021
CENTRAL;6;BA;15/03/2021
CHORROCHO;9;BA;15/03/2021
CICERO DANTAS;21;BA;15/03/2021
CIPO;20;BA;15/03/2021
COARACI;14;BA;15/03/2021
COCOS;38;BA;15/03/2021
CONCEICAO DA FEIRA;15;BA;15/03/2021
CONCEICAO DO ALMEIDA;3;BA;15/03/2021
CONCEICAO DO COITE;46;BA;15/03/2021
CONCEICAO DO JACUIPE;28;BA;15/03/2021
CONDE;11;BA;15/03/2021
CONDEUBA;11;BA;15/03/2021
CONTENDAS DO SINCORA;4;BA;15/03/2021
CORACAO DE MARIA;11;BA;15/03/2021
CORDEIROS;5;BA;15/03/2021
CORIBE;7;BA;15/03/2021
CORONEL JOAO SA;14;BA;15/03/2021
CORRENTINA;36;BA;15/03/2021
COTEGIPE;17;BA;15/03/2021
CRAVOLANDIA;3;BA;15/03/2021
CRISOPOLIS;6;BA;15/03/2021
CRISTOPOLIS;5;BA;15/03/2021
CRUZ DAS ALMAS;74;BA;15/03/2021
CURACA;19;BA;15/03/2021
DARIO MEIRA;14;BA;15/03/2021
DIAS D'AVILA;135;BA;15/03/2021
DOM BASILIO;2;BA;15/03/2021
DOM MACEDO COSTA;2;BA;15/03/2021
ELISIO MEDRADO;4;BA;15/03/2021
ENCRUZILHADA;5;BA;15/03/2021
ENTRE RIOS;42;BA;15/03/2021
ERICO CARDOSO;5;BA;15/03/2021
ESPLANADA;19;BA;15/03/2021
EUCLIDES DA CUNHA;39;BA;15/03/2021
EUNAPOLIS;128;BA;15/03/2021
FATIMA;5;BA;15/03/2021
FEIRA DA MATA;3;BA;15/03/2021
FEIRA DE SANTANA;901;BA;15/03/2021
FILADELFIA;13;BA;15/03/2021
FLORESTA AZUL;7;BA;15/03/2021
FORMOSA DO RIO PRETO;16;BA;15/03/2021
GANDU;28;BA;15/03/2021
GAVIAO;3;BA;15/03/2021
GENTIO DO OURO;1;BA;15/03/2021
GLORIA;4;BA;15/03/2021
GOVERNADOR MANGABEIRA;17;BA;15/03/2021
GUAJERU;3;BA;15/03/2021
GUANAMBI;71;BA;15/03/2021
GUARATINGA;14;BA;15/03/2021
HELIOPOLIS;4;BA;15/03/2021
IACU;22;BA;15/03/2021
IBIASSUCE;9;BA;15/03/2021
IBICARAI;27;BA;15/03/2021
IBICOARA;24;BA;15/03/2021
IBICUI;2;BA;15/03/2021
IBIPEBA;2;BA;15/03/2021
IBIPITANGA;6;BA;15/03/2021
IBIQUERA;1;BA;15/03/2021
IBIRAPITANGA;7;BA;15/03/2021
IBIRAPUA;2;BA;15/03/2021
IBIRATAIA;16;BA;15/03/2021
IBITIARA;16;BA;15/03/2021
IBITITA;10;BA;15/03/2021
IBOTIRAMA;16;BA;15/03/2021
ICHU;4;BA;15/03/2021
IGAPORA;6;BA;15/03/2021
IGRAPIUNA;4;BA;15/03/2021
IGUAI;13;BA;15/03/2021
ILHEUS;239;BA;15/03/2021
INHAMBUPE;21;BA;15/03/2021
IPIAU;49;BA;15/03/2021
IPIRA;21;BA;15/03/2021
IPUPIARA;11;BA;15/03/2021
IRAJUBA;1;BA;15/03/2021
IRAMAIA;10;BA;15/03/2021
IRAQUARA;8;BA;15/03/2021
IRARA;18;BA;15/03/2021
IRECE;66;BA;15/03/2021
ITABELA;19;BA;15/03/2021
ITABERABA;43;BA;15/03/2021
ITABUNA;317;BA;15/03/2021
ITACARE;8;BA;15/03/2021
ITAETE;6;BA;15/03/2021
ITAGI;3;BA;15/03/2021
ITAGIBA;22;BA;15/03/2021
ITAGIMIRIM;5;BA;15/03/2021
ITAGUACU DA BAHIA;4;BA;15/03/2021
ITAJU DO COLONIA;1;BA;15/03/2021
ITAJUIPE;12;BA;15/03/2021
ITAMARAJU;41;BA;15/03/2021
ITAMARI;2;BA;15/03/2021
ITAMBE;21;BA;15/03/2021
ITANAGRA;3;BA;15/03/2021
ITANHEM;7;BA;15/03/2021
ITAPARICA;15;BA;15/03/2021
ITAPE;1;BA;15/03/2021
ITAPEBI;11;BA;15/03/2021
ITAPETINGA;61;BA;15/03/2021
ITAPICURU;9;BA;15/03/2021
ITAPITANGA;5;BA;15/03/2021
ITAQUARA;1;BA;15/03/2021
ITARANTIM;5;BA;15/03/2021
ITATIM;3;BA;15/03/2021
ITIRUCU;10;BA;15/03/2021
ITIUBA;23;BA;15/03/2021
ITORORO;18;BA;15/03/2021
ITUACU;8;BA;15/03/2021
ITUBERA;22;BA;15/03/2021
JABORANDI;13;BA;15/03/2021
JACARACI;2;BA;15/03/2021
JACOBINA;115;BA;15/03/2021
JAGUAQUARA;23;BA;15/03/2021
JAGUARARI;50;BA;15/03/2021
JAGUARIPE;7;BA;15/03/2021
JANDAIRA;4;BA;15/03/2021
JEQUIE;282;BA;15/03/2021
JEREMOABO;27;BA;15/03/2021
JIQUIRICA;1;BA;15/03/2021
JITAUNA;5;BA;15/03/2021
JOAO DOURADO;13;BA;15/03/2021
JUAZEIRO;244;BA;15/03/2021
JUCURUCU;2;BA;15/03/2021
JUSSARA;2;BA;15/03/2021
JUSSARI;5;BA;15/03/2021
JUSSIAPE;1;BA;15/03/2021
LAFAIETE COUTINHO;1;BA;15/03/2021
LAGEDO DO TABOCAL;1;BA;15/03/2021
LAGOA REAL;2;BA;15/03/2021
LAJE;5;BA;15/03/2021
LAJEDAO;3;BA;15/03/2021
LAJEDINHO;1;BA;15/03/2021
LAMARAO;3;BA;15/03/2021
LAPAO;10;BA;15/03/2021
LAURO DE FREITAS;484;BA;15/03/2021
LENCOIS;6;BA;15/03/2021
LICINIO DE ALMEIDA;5;BA;15/03/2021
LIVRAMENTO DE NOSSA SENHORA;36;BA;15/03/2021
LUIS EDUARDO MAGALHAES;160;BA;15/03/2021
MACAJUBA;6;BA;15/03/2021
MACARANI;5;BA;15/03/2021
MACAUBAS;38;BA;15/03/2021
MADRE DE DEUS;40;BA;15/03/2021
MAETINGA;5;BA;15/03/2021
MAIQUINIQUE;5;BA;15/03/2021
MAIRI;3;BA;15/03/2021
MALHADA;2;BA;15/03/2021
MANSIDAO;3;BA;15/03/2021
MARACAS;35;BA;15/03/2021
MARAGOGIPE;24;BA;15/03/2021
MARAU;3;BA;15/03/2021
MARCIONILIO SOUZA;2;BA;15/03/2021
MASCOTE;1;BA;15/03/2021
MATA DE SAO JOAO;60;BA;15/03/2021
MATINA;2;BA;15/03/2021
MEDEIROS NETO;27;BA;15/03/2021
MIGUEL CALMON;12;BA;15/03/2021
MILAGRES;3;BA;15/03/2021
MIRANGABA;2;BA;15/03/2021
MIRANTE;3;BA;15/03/2021
MONTE SANTO;13;BA;15/03/2021
MORPARA;4;BA;15/03/2021
MORRO DO CHAPEU;24;BA;15/03/2021
MORTUGABA;8;BA;15/03/2021
MUCUGE;12;BA;15/03/2021
MUCURI;56;BA;15/03/2021
MULUNGU DO MORRO;3;BA;15/03/2021
MUNDO NOVO;3;BA;15/03/2021
MUNIZ FERREIRA;4;BA;15/03/2021
MUQUEM DO SAO FRANCISCO;2;BA;15/03/2021
MURITIBA;36;BA;15/03/2021
MUTUIPE;10;BA;15/03/2021
NAZARE;23;BA;15/03/2021
NILO PECANHA;4;BA;15/03/2021
NORDESTINA;4;BA;15/03/2021
NOVA CANAA;3;BA;15/03/2021
NOVA FATIMA;7;BA;15/03/2021
NOVA IBIA;1;BA;15/03/2021
NOVA REDENCAO;1;BA;15/03/2021
NOVA SOURE;13;BA;15/03/2021
NOVA VICOSA;32;BA;15/03/2021
NOVO HORIZONTE;4;BA;15/03/2021
NOVO TRIUNFO;2;BA;15/03/2021
OLINDINA;13;BA;15/03/2021
OLIVEIRA DOS BREJINHOS;4;BA;15/03/2021
OURICANGAS;4;BA;15/03/2021
OUROLANDIA;12;BA;15/03/2021
PALMAS DE MONTE ALTO;9;BA;15/03/2021
PALMEIRAS;12;BA;15/03/2021
PARAMIRIM;8;BA;15/03/2021
PARATINGA;8;BA;15/03/2021
PARIPIRANGA;19;BA;15/03/2021
PAU BRASIL;7;BA;15/03/2021
PAULO AFONSO;199;BA;15/03/2021
PE DE SERRA;6;BA;15/03/2021
PEDRO ALEXANDRE;3;BA;15/03/2021
PIATA;7;BA;15/03/2021
PILAO ARCADO;9;BA;15/03/2021
PINDAI;8;BA;15/03/2021
PINDOBACU;9;BA;15/03/2021
PINTADAS;3;BA;15/03/2021
PIRAI DO NORTE;1;BA;15/03/2021
PIRIPA;2;BA;15/03/2021
PIRITIBA;12;BA;15/03/2021
PLANALTINO;2;BA;15/03/2021
PLANALTO;6;BA;15/03/2021
POCOES;45;BA;15/03/2021
POJUCA;92;BA;15/03/2021
PONTO NOVO;5;BA;15/03/2021
PORTO SEGURO;124;BA;15/03/2021
POTIRAGUA;7;BA;15/03/2021
PRADO;21;BA;15/03/2021
PRESIDENTE DUTRA;15;BA;15/03/2021
PRESIDENTE JANIO QUADROS;1;BA;15/03/2021
PRESIDENTE TANCREDO NEVES;21;BA;15/03/2021
QUEIMADAS;6;BA;15/03/2021
QUIJINGUE;5;BA;15/03/2021
QUIXABEIRA;4;BA;15/03/2021
RAFAEL JAMBEIRO;4;BA;15/03/2021
REMANSO;18;BA;15/03/2021
RETIROLANDIA;6;BA;15/03/2021
RIACHAO DAS NEVES;11;BA;15/03/2021
RIACHAO DO JACUIPE;42;BA;15/03/2021
RIACHO DE SANTANA;13;BA;15/03/2021
RIBEIRA DO AMPARO;2;BA;15/03/2021
RIBEIRA DO POMBAL;46;BA;15/03/2021
RIBEIRAO DO LARGO;1;BA;15/03/2021
RIO DE CONTAS;7;BA;15/03/2021
RIO DO ANTONIO;6;BA;15/03/2021
RIO DO PIRES;3;BA;15/03/2021
RIO REAL;23;BA;15/03/2021
RODELAS;8;BA;15/03/2021
RUY BARBOSA;23;BA;15/03/2021
SALINAS DA MARGARIDA;4;BA;15/03/2021
SALVADOR;5520;BA;15/03/2021
SANTA BARBARA;6;BA;15/03/2021
SANTA BRIGIDA;4;BA;15/03/2021
SANTA CRUZ CABRALIA;14;BA;15/03/2021
SANTA CRUZ DA VITORIA;3;BA;15/03/2021
SANTA INES;12;BA;15/03/2021
SANTA LUZIA;1;BA;15/03/2021
SANTA MARIA DA VITORIA;34;BA;15/03/2021
SANTA RITA DE CASSIA;20;BA;15/03/2021
SANTA TERESINHA;2;BA;15/03/2021
SANTALUZ;26;BA;15/03/2021
SANTANA;11;BA;15/03/2021
SANTANOPOLIS;2;BA;15/03/2021
SANTO AMARO;59;BA;15/03/2021
SANTO ANTONIO DE JESUS;86;BA;15/03/2021
SANTO ESTEVAO;34;BA;15/03/2021
SAO DESIDERIO;31;BA;15/03/2021
SAO DOMINGOS;4;BA;15/03/2021
SAO FELIPE;13;BA;15/03/2021
SAO FELIX;4;BA;15/03/2021
SAO FELIX DO CORIBE;5;BA;15/03/2021
SAO FRANCISCO DO CONDE;75;BA;15/03/2021
SAO GABRIEL;9;BA;15/03/2021
SAO GONCALO DOS CAMPOS;33;BA;15/03/2021
SAO JOSE DO JACUIPE;4;BA;15/03/2021
SAO MIGUEL DAS MATAS;3;BA;15/03/2021
SAO SEBASTIAO DO PASSE;53;BA;15/03/2021
SAPEACU;12;BA;15/03/2021
SATIRO DIAS;7;BA;15/03/2021
SAUBARA;6;BA;15/03/2021
SAUDE;1;BA;15/03/2021
SEABRA;57;BA;15/03/2021
SEBASTIAO LARANJEIRAS;6;BA;15/03/2021
SENHOR DO BONFIM;92;BA;15/03/2021
SENTO SE;17;BA;15/03/2021
SERRA DO RAMALHO;21;BA;15/03/2021
SERRA DOURADA;3;BA;15/03/2021
SERRA PRETA;5;BA;15/03/2021
SERRINHA;101;BA;15/03/2021
SERROLANDIA;6;BA;15/03/2021
SIMOES FILHO;171;BA;15/03/2021
SITIO DO MATO;10;BA;15/03/2021
SITIO DO QUINTO;6;BA;15/03/2021
SOBRADINHO;20;BA;15/03/2021
SOUTO SOARES;3;BA;15/03/2021
TABOCAS DO BREJO VELHO;1;BA;15/03/2021
TANQUE NOVO;9;BA;15/03/2021
TANQUINHO;6;BA;15/03/2021
TAPEROA;10;BA;15/03/2021
TEIXEIRA DE FREITAS;208;BA;15/03/2021
TEODORO SAMPAIO;3;BA;15/03/2021
TEOFILANDIA;33;BA;15/03/2021
TEOLANDIA;6;BA;15/03/2021
TERRA NOVA;14;BA;15/03/2021
TUCANO;22;BA;15/03/2021
UAUA;17;BA;15/03/2021
UBAIRA;10;BA;15/03/2021
UBAITABA;12;BA;15/03/2021
UBATA;8;BA;15/03/2021
UIBAI;9;BA;15/03/2021
UMBURANAS;6;BA;15/03/2021
UNA;10;BA;15/03/2021
URANDI;12;BA;15/03/2021
URUCUCA;17;BA;15/03/2021
UTINGA;4;BA;15/03/2021
VALENCA;74;BA;15/03/2021
VALENTE;15;BA;15/03/2021
VARZEA DA ROCA;4;BA;15/03/2021
VARZEA DO POCO;3;BA;15/03/2021
VARZEA NOVA;3;BA;15/03/2021
VARZEDO;3;BA;15/03/2021
VERA CRUZ;42;BA;15/03/2021
VEREDA;2;BA;15/03/2021
VITORIA DA CONQUISTA;435;BA;15/03/2021
WAGNER;2;BA;15/03/2021
WANDERLEY;8;BA;15/03/2021
WENCESLAU GUIMARAES;3;BA;15/03/2021
XIQUE-XIQUE;37;BA;15/03/2021
ABAIARA;1;CE;15/03/2021
ACARAPE;4;CE;15/03/2021
ACARAU;26;CE;15/03/2021
ACOPIARA;21;CE;15/03/2021
AIUABA;12;CE;15/03/2021
ALCANTARAS;13;CE;15/03/2021
ALTANEIRA;13;CE;15/03/2021
ALTO SANTO;8;CE;15/03/2021
AMONTADA;11;CE;15/03/2021
APUIARES;8;CE;15/03/2021
AQUIRAZ;63;CE;15/03/2021
ARACATI;71;CE;15/03/2021
ARACOIABA;18;CE;15/03/2021
ARARIPE;17;CE;15/03/2021
ARATUBA;2;CE;15/03/2021
ARNEIROZ;1;CE;15/03/2021
ASSARE;4;CE;15/03/2021
AURORA;17;CE;15/03/2021
BAIXIO;11;CE;15/03/2021
BANABUIU;11;CE;15/03/2021
BARBALHA;63;CE;15/03/2021
BARREIRA;7;CE;15/03/2021
BARRO;2;CE;15/03/2021
BARROQUINHA;6;CE;15/03/2021
BATURITE;22;CE;15/03/2021
BEBERIBE;39;CE;15/03/2021
BELA CRUZ;18;CE;15/03/2021
BOA VIAGEM;17;CE;15/03/2021
BREJO SANTO;27;CE;15/03/2021
CAMOCIM;41;CE;15/03/2021
CAMPOS SALES;7;CE;15/03/2021
CANINDE;98;CE;15/03/2021
CAPISTRANO;35;CE;15/03/2021
CARIDADE;6;CE;15/03/2021
CARIRE;7;CE;15/03/2021
CARIRIACU;7;CE;15/03/2021
CARIUS;2;CE;15/03/2021
CARNAUBAL;8;CE;15/03/2021
CASCAVEL;62;CE;15/03/2021
CATARINA;6;CE;15/03/2021
CATUNDA;5;CE;15/03/2021
CAUCAIA;553;CE;15/03/2021
CEDRO;12;CE;15/03/2021
CHAVAL;6;CE;15/03/2021
CHORO;6;CE;15/03/2021
CHOROZINHO;12;CE;15/03/2021
COREAU;9;CE;15/03/2021
CRATEUS;45;CE;15/03/2021
CRATO;166;CE;15/03/2021
CROATA;3;CE;15/03/2021
CRUZ;17;CE;15/03/2021
DEPUTADO IRAPUAN PINHEIRO;1;CE;15/03/2021
ERERE;2;CE;15/03/2021
EUSEBIO;99;CE;15/03/2021
FARIAS BRITO;6;CE;15/03/2021
FORQUILHA;11;CE;15/03/2021
FORTALEZA;4496;CE;15/03/2021
FORTIM;9;CE;15/03/2021
FRECHEIRINHA;5;CE;15/03/2021
GRACA;4;CE;15/03/2021
GRANJA;18;CE;15/03/2021
GRANJEIRO;6;CE;15/03/2021
GROAIRAS;8;CE;15/03/2021
GUAIUBA;8;CE;15/03/2021
GUARACIABA DO NORTE;6;CE;15/03/2021
GUARAMIRANGA;5;CE;15/03/2021
HIDROLANDIA;5;CE;15/03/2021
HORIZONTE;60;CE;15/03/2021
IBARETAMA;4;CE;15/03/2021
IBIAPINA;7;CE;15/03/2021
IBICUITINGA;11;CE;15/03/2021
ICAPUI;23;CE;15/03/2021
ICO;45;CE;15/03/2021
IGUATU;107;CE;15/03/2021
INDEPENDENCIA;7;CE;15/03/2021
IPAPORANGA;2;CE;15/03/2021
IPAUMIRIM;3;CE;15/03/2021
IPU;15;CE;15/03/2021
IPUEIRAS;12;CE;15/03/2021
IRACEMA;10;CE;15/03/2021
IRAUCUBA;8;CE;15/03/2021
ITAICABA;5;CE;15/03/2021
